year,quarter,geo_type,geo_name,geo_pname,top_in,stat_type,count,amount
2020,2,STA,maharashtra,india,CON,TOTAL,39836,6879717.0
2020,2,STA,karnataka,india,CON,TOTAL,27358,4794150.0
2020,2,STA,andhra pradesh,india,CON,TOTAL,22104,3982391.0
2020,2,STA,telangana,india,CON,TOTAL,19003,3419453.0
2020,2,STA,delhi,india,CON,TOTAL,11716,1897480.0
2020,2,STA,uttar pradesh,india,CON,TOTAL,9884,1912266.0
2020,2,STA,gujarat,india,CON,TOTAL,7697,1430591.0
2020,2,STA,west bengal,india,CON,TOTAL,7619,1432764.0
2020,2,STA,haryana,india,CON,TOTAL,6321,1179814.0
2020,2,STA,madhya pradesh,india,CON,TOTAL,6283,1198701.0
2020,2,DIS,bengaluru urban,,CON,TOTAL,20040,3301769.0
2020,2,DIS,pune,,CON,TOTAL,8699,1482628.0
2020,2,DIS,thane,,CON,TOTAL,7559,1221018.0
2020,2,DIS,mumbai suburban,,CON,TOTAL,5780,884439.0
2020,2,DIS,hyderabad,,CON,TOTAL,4783,805518.0
2020,2,DIS,rangareddy,,CON,TOTAL,4495,778492.0
2020,2,DIS,medchal malkajgiri,,CON,TOTAL,4150,711890.0
2020,2,DIS,visakhapatnam,,CON,TOTAL,3504,614212.0
2020,2,DIS,aurangabad,,CON,TOTAL,2898,509460.0
2020,2,DIS,anantapur,,CON,TOTAL,2739,485777.0
2020,2,PIN,560068,,CON,TOTAL,1076,168415.0
2020,2,PIN,560037,,CON,TOTAL,1034,155914.0
2020,2,PIN,110059,,CON,TOTAL,895,132104.0
2020,2,PIN,560076,,CON,TOTAL,802,124790.0
2020,2,PIN,500072,,CON,TOTAL,760,122394.0
2020,2,PIN,560078,,CON,TOTAL,742,119673.0
2020,2,PIN,421201,,CON,TOTAL,668,104388.0
2020,2,PIN,560100,,CON,TOTAL,651,103528.0
2020,2,PIN,431003,,CON,TOTAL,651,107122.0
2020,2,PIN,110092,,CON,TOTAL,638,94570.0
2020,3,STA,maharashtra,india,CON,TOTAL,71662,19230156.0
2020,3,STA,karnataka,india,CON,TOTAL,53701,12407394.0
2020,3,STA,andhra pradesh,india,CON,TOTAL,49812,12426481.0
2020,3,STA,telangana,india,CON,TOTAL,34395,8406543.0
2020,3,STA,uttar pradesh,india,CON,TOTAL,18131,4436969.0
2020,3,STA,rajasthan,india,CON,TOTAL,15235,3758527.0
2020,3,STA,madhya pradesh,india,CON,TOTAL,14476,3496126.0
2020,3,STA,west bengal,india,CON,TOTAL,12596,2878482.0
2020,3,STA,gujarat,india,CON,TOTAL,12525,3335812.0
2020,3,STA,odisha,india,CON,TOTAL,10955,2640191.0
2020,3,DIS,bengaluru urban,,CON,TOTAL,32192,6940765.0
2020,3,DIS,pune,,CON,TOTAL,18176,4567561.0
2020,3,DIS,visakhapatnam,,CON,TOTAL,7906,1892376.0
2020,3,DIS,thane,,CON,TOTAL,6951,1718946.0
2020,3,DIS,rangareddy,,CON,TOTAL,6340,1509162.0
2020,3,DIS,hyderabad,,CON,TOTAL,6331,1397580.0
2020,3,DIS,medchal malkajgiri,,CON,TOTAL,5929,1415970.0
2020,3,DIS,nashik,,CON,TOTAL,5564,1418697.0
2020,3,DIS,spsr nellore,,CON,TOTAL,5509,1259159.0
2020,3,DIS,krishna,,CON,TOTAL,4519,1093882.0
2020,3,PIN,560068,,CON,TOTAL,1603,340876.0
2020,3,PIN,560076,,CON,TOTAL,1148,250474.0
2020,3,PIN,560078,,CON,TOTAL,1124,243443.0
2020,3,PIN,500072,,CON,TOTAL,1103,243812.0
2020,3,PIN,410501,,CON,TOTAL,1067,278535.0
2020,3,PIN,345021,,CON,TOTAL,1003,203794.0
2020,3,PIN,535003,,CON,TOTAL,968,195870.0
2020,3,PIN,431003,,CON,TOTAL,926,209817.0
2020,3,PIN,560037,,CON,TOTAL,923,202431.0
2020,3,PIN,560079,,CON,TOTAL,904,183362.0
2020,4,STA,maharashtra,india,CON,TOTAL,44798,27113814.0
2020,4,STA,karnataka,india,CON,TOTAL,31747,26814968.0
2020,4,STA,andhra pradesh,india,CON,TOTAL,21464,12985632.0
2020,4,STA,telangana,india,CON,TOTAL,20961,11339099.0
2020,4,STA,uttar pradesh,india,CON,TOTAL,17470,14180416.999999998
2020,4,STA,rajasthan,india,CON,TOTAL,12509,6471573.0
2020,4,STA,madhya pradesh,india,CON,TOTAL,10653,4897124.0
2020,4,STA,tamil nadu,india,CON,TOTAL,10290,8993575.0
2020,4,STA,west bengal,india,CON,TOTAL,10233,7510455.0
2020,4,STA,gujarat,india,CON,TOTAL,9990,6055037.0
2020,4,DIS,bengaluru urban,,CON,TOTAL,18485,15922383.0
2020,4,DIS,pune,,CON,TOTAL,8211,4862704.0
2020,4,DIS,thane,,CON,TOTAL,5939,4405413.0
2020,4,DIS,mumbai suburban,,CON,TOTAL,4631,3301120.0
2020,4,DIS,hyderabad,,CON,TOTAL,3682,1892565.0
2020,4,DIS,rangareddy,,CON,TOTAL,3486,2124943.0
2020,4,DIS,visakhapatnam,,CON,TOTAL,3464,2203761.0
2020,4,DIS,jaipur,,CON,TOTAL,3318,1641429.0
2020,4,DIS,medchal malkajgiri,,CON,TOTAL,3298,2034226.0
2020,4,DIS,nashik,,CON,TOTAL,2903,1492155.0
2020,4,PIN,560068,,CON,TOTAL,849,653177.0
2020,4,PIN,421302,,CON,TOTAL,609,459248.0
2020,4,PIN,560079,,CON,TOTAL,565,461758.0
2020,4,PIN,500072,,CON,TOTAL,554,307425.0
2020,4,PIN,560078,,CON,TOTAL,536,398681.0
2020,4,PIN,560076,,CON,TOTAL,525,495928.0
2020,4,PIN,560037,,CON,TOTAL,511,384244.0
2020,4,PIN,201301,,CON,TOTAL,496,320628.0
2020,4,PIN,560043,,CON,TOTAL,495,437875.0
2020,4,PIN,421201,,CON,TOTAL,465,347630.0
2021,1,STA,maharashtra,india,CON,TOTAL,55792,33137753.0
2021,1,STA,karnataka,india,CON,TOTAL,37595,30183325.0
2021,1,STA,telangana,india,CON,TOTAL,28298,14810946.999999998
2021,1,STA,uttar pradesh,india,CON,TOTAL,24103,18027573.0
2021,1,STA,andhra pradesh,india,CON,TOTAL,22105,12749874.000000002
2021,1,STA,rajasthan,india,CON,TOTAL,17800,8074225.0
2021,1,STA,west bengal,india,CON,TOTAL,15488,11172042.0
2021,1,STA,madhya pradesh,india,CON,TOTAL,14427,5567927.0
2021,1,STA,tamil nadu,india,CON,TOTAL,14406,11180849.0
2021,1,STA,delhi,india,CON,TOTAL,12822,9655261.0
2021,1,DIS,bengaluru urban,,CON,TOTAL,21606,17636524.0
2021,1,DIS,pune,,CON,TOTAL,10913,6482027.0
2021,1,DIS,thane,,CON,TOTAL,6971,4869909.0
2021,1,DIS,mumbai suburban,,CON,TOTAL,5505,3893302.0
2021,1,DIS,hyderabad,,CON,TOTAL,5067,2446647.0
2021,1,DIS,rangareddy,,CON,TOTAL,4821,2864273.0
2021,1,DIS,jaipur,,CON,TOTAL,4630,2056318.0
2021,1,DIS,medchal malkajgiri,,CON,TOTAL,4375,2393448.0
2021,1,DIS,visakhapatnam,,CON,TOTAL,4006,2403199.0
2021,1,DIS,kolkata,,CON,TOTAL,3750,2611912.0
2021,1,PIN,560068,,CON,TOTAL,870,614123.0
2021,1,PIN,421302,,CON,TOTAL,802,538000.0
2021,1,PIN,700046,,CON,TOTAL,750,471141.0
2021,1,PIN,201301,,CON,TOTAL,697,383781.0
2021,1,PIN,560043,,CON,TOTAL,682,549677.0
2021,1,PIN,500072,,CON,TOTAL,677,374999.0
2021,1,PIN,560078,,CON,TOTAL,658,521459.0
2021,1,PIN,410501,,CON,TOTAL,649,265413.0
2021,1,PIN,560091,,CON,TOTAL,648,492850.0
2021,1,PIN,110059,,CON,TOTAL,632,446103.0
2021,2,STA,maharashtra,india,CON,TOTAL,70381,46763103.0
2021,2,STA,karnataka,india,CON,TOTAL,40969,39501006.0
2021,2,STA,andhra pradesh,india,CON,TOTAL,33205,22730687.0
2021,2,STA,telangana,india,CON,TOTAL,28870,20935651.0
2021,2,STA,uttar pradesh,india,CON,TOTAL,25952,25137571.0
2021,2,STA,rajasthan,india,CON,TOTAL,18281,14357445.0
2021,2,STA,tamil nadu,india,CON,TOTAL,17682,16444344.0
2021,2,STA,west bengal,india,CON,TOTAL,15200,12396029.0
2021,2,STA,madhya pradesh,india,CON,TOTAL,14803,9787391.0
2021,2,STA,gujarat,india,CON,TOTAL,14676,10263998.0
2021,2,DIS,bengaluru urban,,CON,TOTAL,21918,19572756.0
2021,2,DIS,pune,,CON,TOTAL,14949,9422249.0
2021,2,DIS,thane,,CON,TOTAL,7446,5734857.0
2021,2,DIS,rangareddy,,CON,TOTAL,5618,4515303.0
2021,2,DIS,hyderabad,,CON,TOTAL,5616,3945773.0
2021,2,DIS,prakasam,,CON,TOTAL,5308,2719134.0
2021,2,DIS,mumbai suburban,,CON,TOTAL,5293,3659655.0
2021,2,DIS,medchal malkajgiri,,CON,TOTAL,5094,3743459.0
2021,2,DIS,visakhapatnam,,CON,TOTAL,4655,3497573.0
2021,2,DIS,nashik,,CON,TOTAL,4607,2827696.0
2021,2,PIN,523002,,CON,TOTAL,1409,631953.0
2021,2,PIN,110042,,CON,TOTAL,1036,537398.0
2021,2,PIN,560068,,CON,TOTAL,982,719927.0
2021,2,PIN,410501,,CON,TOTAL,948,578550.0
2021,2,PIN,500072,,CON,TOTAL,915,574372.0
2021,2,PIN,421302,,CON,TOTAL,783,586297.0
2021,2,PIN,712138,,CON,TOTAL,724,263805.0
2021,2,PIN,411033,,CON,TOTAL,722,405598.0
2021,2,PIN,560076,,CON,TOTAL,719,556220.0
2021,2,PIN,412105,,CON,TOTAL,713,452166.0
2021,3,STA,maharashtra,india,CON,TOTAL,52268,41313307.0
2021,3,STA,karnataka,india,CON,TOTAL,47468,48078366.0
2021,3,STA,uttar pradesh,india,CON,TOTAL,32799,32641118.000000004
2021,3,STA,telangana,india,CON,TOTAL,27080,20925217.0
2021,3,STA,west bengal,india,CON,TOTAL,24839,21424336.999999996
2021,3,STA,tamil nadu,india,CON,TOTAL,23107,23402918.0
2021,3,STA,andhra pradesh,india,CON,TOTAL,23075,19914337.999999996
2021,3,STA,bihar,india,CON,TOTAL,18030,18234941.0
2021,3,STA,delhi,india,CON,TOTAL,16679,15007079.000000002
2021,3,STA,rajasthan,india,CON,TOTAL,16643,12793862.0
2021,3,DIS,bengaluru urban,,CON,TOTAL,27498,26210017.0
2021,3,DIS,pune,,CON,TOTAL,9943,8127896.0
2021,3,DIS,thane,,CON,TOTAL,7829,6194341.0
2021,3,DIS,mumbai suburban,,CON,TOTAL,5520,4552921.0
2021,3,DIS,hyderabad,,CON,TOTAL,5201,3813732.0
2021,3,DIS,rangareddy,,CON,TOTAL,5064,4209112.0
2021,3,DIS,medchal malkajgiri,,CON,TOTAL,4896,3968450.0
2021,3,DIS,kolkata,,CON,TOTAL,4808,3468389.0
2021,3,DIS,gurugram,,CON,TOTAL,4501,3651728.0
2021,3,DIS,chennai,,CON,TOTAL,4367,3861435.0
2021,3,PIN,712138,,CON,TOTAL,1350,480755.0
2021,3,PIN,421301,,CON,TOTAL,1176,670772.0
2021,3,PIN,560068,,CON,TOTAL,1126,984821.0
2021,3,PIN,421302,,CON,TOTAL,1001,736789.0
2021,3,PIN,122001,,CON,TOTAL,866,704138.0
2021,3,PIN,201301,,CON,TOTAL,846,600065.0
2021,3,PIN,560058,,CON,TOTAL,841,725815.0
2021,3,PIN,122006,,CON,TOTAL,806,481888.0
2021,3,PIN,500072,,CON,TOTAL,803,638626.0
2021,3,PIN,560043,,CON,TOTAL,800,743863.0
2021,4,STA,maharashtra,india,CON,TOTAL,82423,93262227.0
2021,4,STA,karnataka,india,CON,TOTAL,74436,90723288.0
2021,4,STA,uttar pradesh,india,CON,TOTAL,44132,59654951.0
2021,4,STA,telangana,india,CON,TOTAL,34848,38845492.0
2021,4,STA,delhi,india,CON,TOTAL,34251,36578331.0
2021,4,STA,tamil nadu,india,CON,TOTAL,33037,42184290.00000001
2021,4,STA,west bengal,india,CON,TOTAL,26320,31282871.0
2021,4,STA,andhra pradesh,india,CON,TOTAL,25423,31610335.0
2021,4,STA,bihar,india,CON,TOTAL,22456,27313812.999999996
2021,4,STA,haryana,india,CON,TOTAL,19489,25885838.0
2021,4,DIS,bengaluru urban,,CON,TOTAL,44650,50064816.0
2021,4,DIS,pune,,CON,TOTAL,16039,18693479.0
2021,4,DIS,thane,,CON,TOTAL,13362,13856390.0
2021,4,DIS,mumbai suburban,,CON,TOTAL,9319,9168680.0
2021,4,DIS,hyderabad,,CON,TOTAL,7016,7001072.0
2021,4,DIS,rangareddy,,CON,TOTAL,6835,7932450.0
2021,4,DIS,medchal malkajgiri,,CON,TOTAL,6553,7341035.0
2021,4,DIS,gurugram,,CON,TOTAL,5951,6492219.0
2021,4,DIS,chennai,,CON,TOTAL,5769,6143037.0
2021,4,DIS,jaipur,,CON,TOTAL,5571,6278712.0
2021,4,PIN,560068,,CON,TOTAL,1839,1905289.0
2021,4,PIN,110059,,CON,TOTAL,1509,1603319.0
2021,4,PIN,421301,,CON,TOTAL,1473,1157196.0
2021,4,PIN,421302,,CON,TOTAL,1471,1338786.0
2021,4,PIN,560078,,CON,TOTAL,1372,1472700.0
2021,4,PIN,560076,,CON,TOTAL,1308,1508537.0
2021,4,PIN,560043,,CON,TOTAL,1285,1483440.0
2021,4,PIN,560058,,CON,TOTAL,1237,1231686.0
2021,4,PIN,110086,,CON,TOTAL,1220,1265728.0
2021,4,PIN,560091,,CON,TOTAL,1201,1265605.0
2022,1,STA,karnataka,india,CON,TOTAL,95640,130733580.0
2022,1,STA,maharashtra,india,CON,TOTAL,88015,117411928.0
2022,1,STA,tamil nadu,india,CON,TOTAL,47621,64969045.0
2022,1,STA,uttar pradesh,india,CON,TOTAL,45996,73014969.0
2022,1,STA,west bengal,india,CON,TOTAL,38779,51160527.0
2022,1,STA,kerala,india,CON,TOTAL,37110,64172190.0
2022,1,STA,telangana,india,CON,TOTAL,36325,51942016.00000001
2022,1,STA,andhra pradesh,india,CON,TOTAL,29954,42648157.0
2022,1,STA,delhi,india,CON,TOTAL,28232,35442069.0
2022,1,STA,haryana,india,CON,TOTAL,22783,32526943.0
2022,1,DIS,bengaluru urban,,CON,TOTAL,57549,71700148.0
2022,1,DIS,pune,,CON,TOTAL,17790,24312875.0
2022,1,DIS,thane,,CON,TOTAL,14272,16536659.0
2022,1,DIS,mumbai suburban,,CON,TOTAL,10457,11756037.0
2022,1,DIS,chennai,,CON,TOTAL,9138,9949256.0
2022,1,DIS,hyderabad,,CON,TOTAL,7434,9813417.0
2022,1,DIS,medchal malkajgiri,,CON,TOTAL,7300,10383529.0
2022,1,DIS,rangareddy,,CON,TOTAL,7261,10851640.0
2022,1,DIS,kolkata,,CON,TOTAL,6763,7736401.0
2022,1,DIS,gurugram,,CON,TOTAL,6642,8138262.0
2022,1,PIN,560068,,CON,TOTAL,2349,2922542.0
2022,1,PIN,560076,,CON,TOTAL,1718,2181826.0
2022,1,PIN,560043,,CON,TOTAL,1713,2402868.0
2022,1,PIN,560058,,CON,TOTAL,1699,1800069.0
2022,1,PIN,421302,,CON,TOTAL,1673,1688051.0
2022,1,PIN,560078,,CON,TOTAL,1671,1970551.0
2022,1,PIN,560091,,CON,TOTAL,1656,2065687.0
2022,1,PIN,110059,,CON,TOTAL,1416,1666849.0
2022,1,PIN,560079,,CON,TOTAL,1358,1534187.0
2022,1,PIN,560064,,CON,TOTAL,1288,1709573.0
2022,2,STA,karnataka,india,CON,TOTAL,93385,123228632.0
2022,2,STA,maharashtra,india,CON,TOTAL,80935,104603934.00000001
2022,2,STA,uttar pradesh,india,CON,TOTAL,55133,77434953.0
2022,2,STA,tamil nadu,india,CON,TOTAL,46714,61835120.0
2022,2,STA,telangana,india,CON,TOTAL,45600,58056956.0
2022,2,STA,kerala,india,CON,TOTAL,35667,59920203.0
2022,2,STA,west bengal,india,CON,TOTAL,33542,41737021.0
2022,2,STA,andhra pradesh,india,CON,TOTAL,32185,41708071.99999999
2022,2,STA,delhi,india,CON,TOTAL,26378,31787281.0
2022,2,STA,gujarat,india,CON,TOTAL,25381,32090964.999999996
2022,2,DIS,bengaluru urban,,CON,TOTAL,57934,69731242.0
2022,2,DIS,pune,,CON,TOTAL,18712,24072589.0
2022,2,DIS,thane,,CON,TOTAL,12306,14514282.0
2022,2,DIS,rangareddy,,CON,TOTAL,10065,13653366.999999998
2022,2,DIS,mumbai suburban,,CON,TOTAL,9944,10743651.0
2022,2,DIS,hyderabad,,CON,TOTAL,9542,11365866.0
2022,2,DIS,chennai,,CON,TOTAL,8966,9428379.0
2022,2,DIS,medchal malkajgiri,,CON,TOTAL,8919,11248856.0
2022,2,DIS,jaipur,,CON,TOTAL,7224,9069667.0
2022,2,DIS,ahmadabad,,CON,TOTAL,6962,8565312.0
2022,2,PIN,560068,,CON,TOTAL,2692,3077564.0
2022,2,PIN,560037,,CON,TOTAL,1860,2052163.0
2022,2,PIN,560078,,CON,TOTAL,1844,2105323.0
2022,2,PIN,560076,,CON,TOTAL,1835,2129897.0
2022,2,PIN,500072,,CON,TOTAL,1794,2115388.0
2022,2,PIN,560043,,CON,TOTAL,1755,2171198.0
2022,2,PIN,560091,,CON,TOTAL,1405,1565112.0
2022,2,PIN,560100,,CON,TOTAL,1389,1710571.0
2022,2,PIN,201301,,CON,TOTAL,1312,1413747.0
2022,2,PIN,203001,,CON,TOTAL,1297,774861.0
2022,3,STA,karnataka,india,CON,TOTAL,110273,144605784.0
2022,3,STA,maharashtra,india,CON,TOTAL,90958,113835208.0
2022,3,STA,uttar pradesh,india,CON,TOTAL,64514,87703512.0
2022,3,STA,tamil nadu,india,CON,TOTAL,64356,79747520.0
2022,3,STA,kerala,india,CON,TOTAL,54587,85390924.0
2022,3,STA,telangana,india,CON,TOTAL,51465,64798126.0
2022,3,STA,west bengal,india,CON,TOTAL,47853,59092307.0
2022,3,STA,andhra pradesh,india,CON,TOTAL,39301,48791931.0
2022,3,STA,delhi,india,CON,TOTAL,35944,41570159.99999999
2022,3,STA,haryana,india,CON,TOTAL,35346,45402800.0
2022,3,DIS,bengaluru urban,,CON,TOTAL,64593,79303480.0
2022,3,DIS,pune,,CON,TOTAL,19899,24823260.0
2022,3,DIS,thane,,CON,TOTAL,13402,15693837.0
2022,3,DIS,chennai,,CON,TOTAL,12059,12069618.0
2022,3,DIS,rangareddy,,CON,TOTAL,11801,15523643.0
2022,3,DIS,mumbai suburban,,CON,TOTAL,11136,11840245.0
2022,3,DIS,hyderabad,,CON,TOTAL,10560,12374531.0
2022,3,DIS,medchal malkajgiri,,CON,TOTAL,10158,12806190.0
2022,3,DIS,gurugram,,CON,TOTAL,10085,10744733.0
2022,3,DIS,jaipur,,CON,TOTAL,9778,11871696.0
2022,3,PIN,560068,,CON,TOTAL,2861,3528404.0
2022,3,PIN,500072,,CON,TOTAL,2176,2594114.0
2022,3,PIN,560037,,CON,TOTAL,2120,2606805.0
2022,3,PIN,560043,,CON,TOTAL,2030,2571392.0
2022,3,PIN,560076,,CON,TOTAL,1945,2478555.0
2022,3,PIN,122001,,CON,TOTAL,1932,1913882.0
2022,3,PIN,560078,,CON,TOTAL,1912,2228186.0
2022,3,PIN,201301,,CON,TOTAL,1886,1908594.0
2022,3,PIN,560058,,CON,TOTAL,1610,1917287.0
2022,3,PIN,560091,,CON,TOTAL,1561,1858018.0
2022,4,STA,karnataka,india,CON,TOTAL,133971,185063287.0
2022,4,STA,maharashtra,india,CON,TOTAL,125900,174915648.0
2022,4,STA,tamil nadu,india,CON,TOTAL,125491,146457790.0
2022,4,STA,uttar pradesh,india,CON,TOTAL,77022,116755813.0
2022,4,STA,kerala,india,CON,TOTAL,65563,103982997.0
2022,4,STA,telangana,india,CON,TOTAL,64655,88544126.99999999
2022,4,STA,west bengal,india,CON,TOTAL,54277,70466433.0
2022,4,STA,delhi,india,CON,TOTAL,48908,60603173.0
2022,4,STA,andhra pradesh,india,CON,TOTAL,44329,58043239.0
2022,4,STA,rajasthan,india,CON,TOTAL,40926,60792838.0
2022,4,DIS,bengaluru urban,,CON,TOTAL,78817,101938016.00000001
2022,4,DIS,pune,,CON,TOTAL,27018,38292195.0
2022,4,DIS,chennai,,CON,TOTAL,21588,21184965.0
2022,4,DIS,thane,,CON,TOTAL,20282,24614041.000000004
2022,4,DIS,mumbai suburban,,CON,TOTAL,16192,18884324.0
2022,4,DIS,rangareddy,,CON,TOTAL,15005,21565381.0
2022,4,DIS,thiruvallur,,CON,TOTAL,14602,15650997.0
2022,4,DIS,medchal malkajgiri,,CON,TOTAL,12852,17986714.0
2022,4,DIS,hyderabad,,CON,TOTAL,12819,15945642.0
2022,4,DIS,coimbatore,,CON,TOTAL,12780,15595276.0
2022,4,PIN,560068,,CON,TOTAL,3419,4310528.0
2022,4,PIN,500072,,CON,TOTAL,2486,3151661.0
2022,4,PIN,560043,,CON,TOTAL,2468,3499600.0
2022,4,PIN,560037,,CON,TOTAL,2424,3146560.0
2022,4,PIN,560076,,CON,TOTAL,2391,3129589.0
2022,4,PIN,560078,,CON,TOTAL,2388,3105356.0
2022,4,PIN,201301,,CON,TOTAL,2193,2399892.0
2022,4,PIN,421302,,CON,TOTAL,2085,2245940.0
2022,4,PIN,122001,,CON,TOTAL,2037,2580157.0
2022,4,PIN,560058,,CON,TOTAL,1998,2274976.0
2023,1,STA,karnataka,india,CON,TOTAL,127376,186543426.0
2023,1,STA,maharashtra,india,CON,TOTAL,112174,166596248.0
2023,1,STA,tamil nadu,india,CON,TOTAL,90690,116710222.00000001
2023,1,STA,uttar pradesh,india,CON,TOTAL,73080,127110494.0
2023,1,STA,kerala,india,CON,TOTAL,62377,101786828.0
2023,1,STA,west bengal,india,CON,TOTAL,56833,77461732.0
2023,1,STA,telangana,india,CON,TOTAL,54508,82678207.0
2023,1,STA,delhi,india,CON,TOTAL,45821,61040038.0
2023,1,STA,haryana,india,CON,TOTAL,37287,61127193.99999999
2023,1,STA,andhra pradesh,india,CON,TOTAL,34920,51963355.0
2023,1,DIS,bengaluru urban,,CON,TOTAL,75238,103829029.99999999
2023,1,DIS,pune,,CON,TOTAL,24852,37388150.0
2023,1,DIS,chennai,,CON,TOTAL,20140,20511279.0
2023,1,DIS,thane,,CON,TOTAL,18419,23430698.0
2023,1,DIS,mumbai suburban,,CON,TOTAL,14976,17928673.0
2023,1,DIS,rangareddy,,CON,TOTAL,13622,21152107.0
2023,1,DIS,thiruvallur,,CON,TOTAL,11786,13822733.0
2023,1,DIS,medchal malkajgiri,,CON,TOTAL,11454,16935012.0
2023,1,DIS,north twenty four parganas,,CON,TOTAL,11211,15232572.0
2023,1,DIS,ernakulam,,CON,TOTAL,11073,17476805.999999996
2023,1,PIN,560068,,CON,TOTAL,3214,4091377.0
2023,1,PIN,560043,,CON,TOTAL,2365,3356228.0
2023,1,PIN,560076,,CON,TOTAL,2282,3399622.0
2023,1,PIN,560037,,CON,TOTAL,2272,3261324.0
2023,1,PIN,500072,,CON,TOTAL,2244,3175666.0
2023,1,PIN,201301,,CON,TOTAL,2080,2580701.0
2023,1,PIN,560078,,CON,TOTAL,2018,2904918.0
2023,1,PIN,122001,,CON,TOTAL,2018,2513445.0
2023,1,PIN,560058,,CON,TOTAL,1931,2145047.0
2023,1,PIN,411057,,CON,TOTAL,1914,2708878.0
2023,2,STA,karnataka,india,CON,TOTAL,117232,175704013.0
2023,2,STA,maharashtra,india,CON,TOTAL,102754,157303399.0
2023,2,STA,tamil nadu,india,CON,TOTAL,79698,105328191.0
2023,2,STA,uttar pradesh,india,CON,TOTAL,74194,122522457.0
2023,2,STA,kerala,india,CON,TOTAL,61032,100620603.99999999
2023,2,STA,telangana,india,CON,TOTAL,55118,79238968.0
2023,2,STA,west bengal,india,CON,TOTAL,49792,65204280.0
2023,2,STA,delhi,india,CON,TOTAL,41358,54951108.0
2023,2,STA,haryana,india,CON,TOTAL,40710,62186066.0
2023,2,STA,rajasthan,india,CON,TOTAL,37170,61301449.0
2023,2,DIS,bengaluru urban,,CON,TOTAL,69812,99096628.0
2023,2,DIS,pune,,CON,TOTAL,25943,39373541.0
2023,2,DIS,chennai,,CON,TOTAL,15678,16453783.0
2023,2,DIS,thane,,CON,TOTAL,15403,20442020.0
2023,2,DIS,rangareddy,,CON,TOTAL,13998,20753771.0
2023,2,DIS,mumbai suburban,,CON,TOTAL,12717,15575502.000000002
2023,2,DIS,medchal malkajgiri,,CON,TOTAL,11833,17077694.0
2023,2,DIS,gurugram,,CON,TOTAL,11759,15891256.999999998
2023,2,DIS,jaipur,,CON,TOTAL,11344,16436901.0
2023,2,DIS,thiruvallur,,CON,TOTAL,10840,12569262.000000002
2023,2,PIN,560068,,CON,TOTAL,3141,3959944.0
2023,2,PIN,560037,,CON,TOTAL,2575,3376141.0
2023,2,PIN,500072,,CON,TOTAL,2534,3686902.0
2023,2,PIN,560076,,CON,TOTAL,2184,3330509.0
2023,2,PIN,122001,,CON,TOTAL,2154,2955207.0
2023,2,PIN,560043,,CON,TOTAL,2126,3158190.0
2023,2,PIN,560078,,CON,TOTAL,2051,2883618.0
2023,2,PIN,201301,,CON,TOTAL,1992,2418828.0
2023,2,PIN,411057,,CON,TOTAL,1944,2581267.0
2023,2,PIN,560100,,CON,TOTAL,1843,2510992.0
2023,3,STA,karnataka,india,CON,TOTAL,139699,199448538.0
2023,3,STA,maharashtra,india,CON,TOTAL,104872,151171882.0
2023,3,STA,tamil nadu,india,CON,TOTAL,91069,114625592.99999999
2023,3,STA,uttar pradesh,india,CON,TOTAL,78940,121483170.0
2023,3,STA,kerala,india,CON,TOTAL,66059,110021582.0
2023,3,STA,telangana,india,CON,TOTAL,61523,84397465.0
2023,3,STA,west bengal,india,CON,TOTAL,58131,76359312.0
2023,3,STA,gujarat,india,CON,TOTAL,51049,65768085.0
2023,3,STA,delhi,india,CON,TOTAL,47113,58878500.0
2023,3,STA,andhra pradesh,india,CON,TOTAL,43150,57802396.0
2023,3,DIS,bengaluru urban,,CON,TOTAL,81520,109497225.00000001
2023,3,DIS,pune,,CON,TOTAL,25053,36210265.0
2023,3,DIS,chennai,,CON,TOTAL,17189,16904783.0
2023,3,DIS,rangareddy,,CON,TOTAL,16236,23374057.0
2023,3,DIS,thane,,CON,TOTAL,14544,18428928.0
2023,3,DIS,ahmadabad,,CON,TOTAL,13645,16204152.0
2023,3,DIS,gurugram,,CON,TOTAL,13467,16796070.0
2023,3,DIS,surat,,CON,TOTAL,13306,13249715.0
2023,3,DIS,medchal malkajgiri,,CON,TOTAL,13044,17698951.0
2023,3,DIS,mumbai suburban,,CON,TOTAL,12754,14762376.0
2023,3,PIN,560068,,CON,TOTAL,3688,4646310.0
2023,3,PIN,560037,,CON,TOTAL,2892,3957250.0
2023,3,PIN,500072,,CON,TOTAL,2646,3365765.0
2023,3,PIN,560076,,CON,TOTAL,2534,3590807.0
2023,3,PIN,122001,,CON,TOTAL,2457,3051171.0
2023,3,PIN,560043,,CON,TOTAL,2443,3288213.0
2023,3,PIN,560078,,CON,TOTAL,2402,3244684.0
2023,3,PIN,201301,,CON,TOTAL,2320,2626339.0
2023,3,PIN,560100,,CON,TOTAL,2147,2864673.0
2023,3,PIN,411057,,CON,TOTAL,2098,2821693.0
2023,4,STA,karnataka,india,CON,TOTAL,156076,248056310.99999997
2023,4,STA,maharashtra,india,CON,TOTAL,136968,217657114.0
2023,4,STA,tamil nadu,india,CON,TOTAL,104871,139433796.0
2023,4,STA,uttar pradesh,india,CON,TOTAL,92125,165509877.0
2023,4,STA,kerala,india,CON,TOTAL,73543,121905046.0
