year,quarter,geo_type,geo_name,geo_pname,hover_over,stat_type,count,amount
2020,1,DIS,navsari,gujarat,STA,TOTAL,434441,632587167.9854003
2020,1,DIS,patan,gujarat,STA,TOTAL,594745,871002993.2617927
2020,1,DIS,kachchh,gujarat,STA,TOTAL,1305996,2617080218.9794
2020,1,DIS,surendranagar,gujarat,STA,TOTAL,421057,680689639.4884843
2020,1,DIS,morbi,gujarat,STA,TOTAL,358952,669117520.7466867
2020,2,DIS,anand,gujarat,STA,TOTAL,903716,1293524620.637169
2020,2,DIS,jamnagar,gujarat,STA,TOTAL,598458,945318108.7687566
2020,2,DIS,devbhumi dwarka,gujarat,STA,TOTAL,214944,320029310.6632272
2020,2,DIS,rajkot,gujarat,STA,TOTAL,1360781,2344811087.112481
2020,2,DIS,aravallis,gujarat,STA,TOTAL,482363,680449750.2216419
2020,2,DIS,chhotaudepur,gujarat,STA,TOTAL,174739,212139861.2601058
2020,2,DIS,botad,gujarat,STA,TOTAL,378175,471813971.545531
2020,2,DIS,bharuch,gujarat,STA,TOTAL,1673375,2438983130.5949497
2020,2,DIS,bhavnagar,gujarat,STA,TOTAL,1215195,1886223855.201941
2020,2,DIS,junagadh,gujarat,STA,TOTAL,407623,572516201.7822087
2020,2,DIS,mahesana,gujarat,STA,TOTAL,1592579,2300168470.716814
2020,2,DIS,the dangs,gujarat,STA,TOTAL,62526,62273325.90559709
2020,2,DIS,kheda,gujarat,STA,TOTAL,784245,1018713290.4668502
2020,2,DIS,surat,gujarat,STA,TOTAL,5654552,9378177062.809792
2020,2,DIS,porbandar,gujarat,STA,TOTAL,134329,226224267.2894097
2020,2,DIS,gandhinagar,gujarat,STA,TOTAL,2039285,2913004123.580456
2020,2,DIS,panch mahals,gujarat,STA,TOTAL,530453,752539616.4419664
2020,2,DIS,narmada,gujarat,STA,TOTAL,181581,226204689.19998392
2020,2,DIS,gir somnath,gujarat,STA,TOTAL,439795,683771357.3293531
2020,2,DIS,valsad,gujarat,STA,TOTAL,1498222,2040840946.321048
2020,2,DIS,mahisagar,gujarat,STA,TOTAL,257444,374445950.708864
2020,2,DIS,sabar kantha,gujarat,STA,TOTAL,816984,1232845328.745793
2020,2,DIS,tapi,gujarat,STA,TOTAL,294426,365909712.1036448
2020,2,DIS,vadodara,gujarat,STA,TOTAL,2796615,4621695376.570125
2020,2,DIS,banas kantha,gujarat,STA,TOTAL,1860625,3107051803.537753
2020,2,DIS,amreli,gujarat,STA,TOTAL,554744,809297901.4588158
2020,2,DIS,ahmadabad,gujarat,STA,TOTAL,16430916,32731896547.150333
2020,2,DIS,dohad,gujarat,STA,TOTAL,380381,634462423.0372827
2020,2,DIS,navsari,gujarat,STA,TOTAL,547410,658697480.6239362
2020,2,DIS,patan,gujarat,STA,TOTAL,759561,1054601004.9151999
2020,2,DIS,kachchh,gujarat,STA,TOTAL,1428844,2663558233.321313
2020,2,DIS,surendranagar,gujarat,STA,TOTAL,590754,802465025.090719
2020,2,DIS,morbi,gujarat,STA,TOTAL,374545,563192524.3777897
2020,3,DIS,anand,gujarat,STA,TOTAL,1069251,1753944278.749259
2020,3,DIS,jamnagar,gujarat,STA,TOTAL,648790,1254572556.763206
2020,3,DIS,devbhumi dwarka,gujarat,STA,TOTAL,211259,383470640.9177164
2020,3,DIS,rajkot,gujarat,STA,TOTAL,1490309,2995153084.6346493
2020,3,DIS,aravallis,gujarat,STA,TOTAL,482916,829207912.975971
2020,3,DIS,chhotaudepur,gujarat,STA,TOTAL,164691,257637246.1237919
2020,3,DIS,botad,gujarat,STA,TOTAL,340537,531013247.4239157
2020,3,DIS,bharuch,gujarat,STA,TOTAL,2145954,3492190237.849253
2020,3,DIS,bhavnagar,gujarat,STA,TOTAL,1245647,2274620368.696062
2020,3,DIS,junagadh,gujarat,STA,TOTAL,424025,798846723.6356487
2020,3,DIS,mahesana,gujarat,STA,TOTAL,1898909,3469191791.4686623
2020,3,DIS,the dangs,gujarat,STA,TOTAL,61483,71541218.6802228
2020,3,DIS,kheda,gujarat,STA,TOTAL,852224,1355999687.418616
2020,3,DIS,surat,gujarat,STA,TOTAL,7272097,14667802723.390911
2020,3,DIS,porbandar,gujarat,STA,TOTAL,140684,291516188.3579706
2020,3,DIS,gandhinagar,gujarat,STA,TOTAL,2828558,4509986129.973013
2020,3,DIS,panch mahals,gujarat,STA,TOTAL,625835,1108852900.818939
2020,3,DIS,narmada,gujarat,STA,TOTAL,188013,281090742.71599275
2020,3,DIS,gir somnath,gujarat,STA,TOTAL,456851,926514793.737326
2020,3,DIS,valsad,gujarat,STA,TOTAL,1743270,2801506603.41572
2020,3,DIS,mahisagar,gujarat,STA,TOTAL,223755,410598224.914323
2020,3,DIS,sabar kantha,gujarat,STA,TOTAL,978647,1639580053.3462
2020,3,DIS,tapi,gujarat,STA,TOTAL,386709,640774933.3223717
2020,3,DIS,vadodara,gujarat,STA,TOTAL,4247473,7377577452.229219
2020,3,DIS,banas kantha,gujarat,STA,TOTAL,2102221,4347810483.865208
2020,3,DIS,amreli,gujarat,STA,TOTAL,505391,878846985.3990886
2020,3,DIS,ahmadabad,gujarat,STA,TOTAL,21769867,43364229618.723335
2020,3,DIS,dohad,gujarat,STA,TOTAL,387675,774665435.029488
2020,3,DIS,navsari,gujarat,STA,TOTAL,669646,1042130557.8815169
2020,3,DIS,patan,gujarat,STA,TOTAL,833224,1469939692.0924702
2020,3,DIS,kachchh,gujarat,STA,TOTAL,1762816,3715321888.0775948
2020,3,DIS,surendranagar,gujarat,STA,TOTAL,612549,1053748004.41059
2020,3,DIS,morbi,gujarat,STA,TOTAL,518903,1151870077.673486
2020,4,DIS,anand,gujarat,STA,TOTAL,1486151,2488003643.70551
2020,4,DIS,jamnagar,gujarat,STA,TOTAL,852972,1746204267.513654
2020,4,DIS,devbhumi dwarka,gujarat,STA,TOTAL,272466,564767075.0324345
2020,4,DIS,rajkot,gujarat,STA,TOTAL,1980653,4184580562.737086
2020,4,DIS,aravallis,gujarat,STA,TOTAL,650966,1195080848.839345
2020,4,DIS,chhotaudepur,gujarat,STA,TOTAL,231699,385900402.5775513
2020,4,DIS,botad,gujarat,STA,TOTAL,358762,637855285.7494726
2020,4,DIS,bharuch,gujarat,STA,TOTAL,3243841,5265465828.675046
2020,4,DIS,bhavnagar,gujarat,STA,TOTAL,1454824,2860946801.597435
2020,4,DIS,junagadh,gujarat,STA,TOTAL,528638,1081544206.1069188
2020,4,DIS,mahesana,gujarat,STA,TOTAL,2473227,4748375062.213286
2020,4,DIS,the dangs,gujarat,STA,TOTAL,89994,115392051.5994134
2020,4,DIS,kheda,gujarat,STA,TOTAL,1146567,1924149444.919413
2020,4,DIS,surat,gujarat,STA,TOTAL,10950779,22483338828.29667
2020,4,DIS,porbandar,gujarat,STA,TOTAL,185255,409734586.01614106
2020,4,DIS,gandhinagar,gujarat,STA,TOTAL,3802536,6260558379.008726
2020,4,DIS,panch mahals,gujarat,STA,TOTAL,861616,1522649649.0425
2020,4,DIS,narmada,gujarat,STA,TOTAL,274158,401617563.1339767
2020,4,DIS,gir somnath,gujarat,STA,TOTAL,537782,1181991458.512677
2020,4,DIS,valsad,gujarat,STA,TOTAL,2565319,4183435576.354278
2020,4,DIS,mahisagar,gujarat,STA,TOTAL,302767,570736679.6244228
2020,4,DIS,sabar kantha,gujarat,STA,TOTAL,1339032,2451572619.199059
2020,4,DIS,tapi,gujarat,STA,TOTAL,520631,841884252.7849833
2020,4,DIS,vadodara,gujarat,STA,TOTAL,6066452,10175864216.096031
2020,4,DIS,banas kantha,gujarat,STA,TOTAL,2687464,5676878891.729177
2020,4,DIS,amreli,gujarat,STA,TOTAL,564757,1075380722.183755
2020,4,DIS,ahmadabad,gujarat,STA,TOTAL,25926518,50995692377.18629
2020,4,DIS,dohad,gujarat,STA,TOTAL,522944,1028322590.31023
2020,4,DIS,navsari,gujarat,STA,TOTAL,906395,1460927906.600296
2020,4,DIS,patan,gujarat,STA,TOTAL,1121201,2091010409.7872958
2020,4,DIS,kachchh,gujarat,STA,TOTAL,2405892,5163742799.021423
2020,4,DIS,surendranagar,gujarat,STA,TOTAL,802707,1519077043.8578868
2020,4,DIS,morbi,gujarat,STA,TOTAL,713582,1700378082.426631
2021,1,DIS,anand,gujarat,STA,TOTAL,1585982,2723181548.994554
2021,1,DIS,jamnagar,gujarat,STA,TOTAL,899501,1894971999.439441
2021,1,DIS,devbhumi dwarka,gujarat,STA,TOTAL,263772,630081190.7413921
2021,1,DIS,rajkot,gujarat,STA,TOTAL,2278417,5057583315.4133005
2021,1,DIS,aravallis,gujarat,STA,TOTAL,655695,1314732516.18665
2021,1,DIS,chhotaudepur,gujarat,STA,TOTAL,225606,452389275.3974224
2021,1,DIS,botad,gujarat,STA,TOTAL,367267,798953588.0229607
2021,1,DIS,bharuch,gujarat,STA,TOTAL,3420929,5756013890.90558
2021,1,DIS,bhavnagar,gujarat,STA,TOTAL,1446583,3264511506.595693
2021,1,DIS,junagadh,gujarat,STA,TOTAL,543809,1204237180.148833
2021,1,DIS,mahesana,gujarat,STA,TOTAL,2587041,5454846785.509394
2021,1,DIS,the dangs,gujarat,STA,TOTAL,83737,130412216.08515002
2021,1,DIS,kheda,gujarat,STA,TOTAL,1165033,2180336937.401629
2021,1,DIS,surat,gujarat,STA,TOTAL,13429789,28261722802.552784
2021,1,DIS,porbandar,gujarat,STA,TOTAL,184436,466162975.4066367
2021,1,DIS,gandhinagar,gujarat,STA,TOTAL,4275528,7290530767.260056
2021,1,DIS,panch mahals,gujarat,STA,TOTAL,976434,1849730326.470284
2021,1,DIS,narmada,gujarat,STA,TOTAL,268489,479844444.19327635
2021,1,DIS,gir somnath,gujarat,STA,TOTAL,575287,1368653768.466436
2021,1,DIS,valsad,gujarat,STA,TOTAL,2745663,4775335083.735588
2021,1,DIS,mahisagar,gujarat,STA,TOTAL,280340,582703615.8071253
2021,1,DIS,sabar kantha,gujarat,STA,TOTAL,1357102,2620770589.49137
2021,1,DIS,tapi,gujarat,STA,TOTAL,612570,1114541037.7686372
2021,1,DIS,vadodara,gujarat,STA,TOTAL,7191021,11925964623.06315
2021,1,DIS,banas kantha,gujarat,STA,TOTAL,2927080,6883945517.865922
2021,1,DIS,amreli,gujarat,STA,TOTAL,513706,1123115019.4190369
2021,1,DIS,ahmadabad,gujarat,STA,TOTAL,36857358,68688129153.57509
2021,1,DIS,dohad,gujarat,STA,TOTAL,548628,1226581747.540227
2021,1,DIS,navsari,gujarat,STA,TOTAL,1022239,1773256368.3156419
2021,1,DIS,patan,gujarat,STA,TOTAL,1165681,2425828408.868511
2021,1,DIS,kachchh,gujarat,STA,TOTAL,2664604,6036765372.934219
2021,1,DIS,surendranagar,gujarat,STA,TOTAL,806962,1725777306.55805
2021,1,DIS,morbi,gujarat,STA,TOTAL,848276,2219169833.317169
2021,2,DIS,anand,gujarat,STA,TOTAL,1711394,3014631897.668236
2021,2,DIS,jamnagar,gujarat,STA,TOTAL,1155054,2206347098.925128
2021,2,DIS,devbhumi dwarka,gujarat,STA,TOTAL,333279,738788439.0915308
2021,2,DIS,rajkot,gujarat,STA,TOTAL,2675842,5707346831.237131
2021,2,DIS,aravallis,gujarat,STA,TOTAL,847681,1683647671.729191
2021,2,DIS,chhotaudepur,gujarat,STA,TOTAL,275873,540185404.7441366
2021,2,DIS,botad,gujarat,STA,TOTAL,550313,1280565807.277298
2021,2,DIS,bharuch,gujarat,STA,TOTAL,3937665,6464930552.559841
2021,2,DIS,bhavnagar,gujarat,STA,TOTAL,1660432,3448497365.237627
2021,2,DIS,junagadh,gujarat,STA,TOTAL,700286,1487953525.534355
2021,2,DIS,mahesana,gujarat,STA,TOTAL,3118685,6292779692.204143
2021,2,DIS,the dangs,gujarat,STA,TOTAL,105158,157878766.4304675
2021,2,DIS,kheda,gujarat,STA,TOTAL,1362561,2503386769.066876
2021,2,DIS,surat,gujarat,STA,TOTAL,15230233,30756115155.73914
2021,2,DIS,porbandar,gujarat,STA,TOTAL,227413,558446703.6568799
2021,2,DIS,gandhinagar,gujarat,STA,TOTAL,4552010,7835004938.194845
2021,2,DIS,panch mahals,gujarat,STA,TOTAL,1214442,2245183337.2298584
2021,2,DIS,narmada,gujarat,STA,TOTAL,332174,534890391.6691792
2021,2,DIS,gir somnath,gujarat,STA,TOTAL,746122,1686621125.067253
2021,2,DIS,valsad,gujarat,STA,TOTAL,3236626,5434041159.757242
2021,2,DIS,mahisagar,gujarat,STA,TOTAL,364905,744153750.2746319
2021,2,DIS,sabar kantha,gujarat,STA,TOTAL,1659480,3248644724.13906
2021,2,DIS,tapi,gujarat,STA,TOTAL,814911,1327829881.838335
2021,2,DIS,vadodara,gujarat,STA,TOTAL,7847805,12902554421.6506
2021,2,DIS,banas kantha,gujarat,STA,TOTAL,3648428,8286069195.93278
2021,2,DIS,amreli,gujarat,STA,TOTAL,659562,1524494293.6703908
2021,2,DIS,ahmadabad,gujarat,STA,TOTAL,44173046,79437951666.15146
2021,2,DIS,dohad,gujarat,STA,TOTAL,693945,1556292873.7368991
2021,2,DIS,navsari,gujarat,STA,TOTAL,1296111,2197674429.667848
2021,2,DIS,patan,gujarat,STA,TOTAL,1384484,2811156126.436864
2021,2,DIS,kachchh,gujarat,STA,TOTAL,3268191,7040086478.344804
2021,2,DIS,surendranagar,gujarat,STA,TOTAL,1029627,2066433661.806668
2021,2,DIS,morbi,gujarat,STA,TOTAL,1027658,2441470415.445466
2021,3,DIS,anand,gujarat,STA,TOTAL,2268123,3900508554.139737
2021,3,DIS,jamnagar,gujarat,STA,TOTAL,1546406,2841962054.603421
2021,3,DIS,devbhumi dwarka,gujarat,STA,TOTAL,418822,960353473.0403949
2021,3,DIS,rajkot,gujarat,STA,TOTAL,3586356,7726777654.637353
2021,3,DIS,aravallis,gujarat,STA,TOTAL,1072139,2034322149.729626
2021,3,DIS,chhotaudepur,gujarat,STA,TOTAL,319271,611013838.0899625
2021,3,DIS,botad,gujarat,STA,TOTAL,775124,1847036989.3816812
2021,3,DIS,bharuch,gujarat,STA,TOTAL,5280607,8322570348.519125
2021,3,DIS,bhavnagar,gujarat,STA,TOTAL,2001668,4470254984.23804
2021,3,DIS,junagadh,gujarat,STA,TOTAL,833587,1786079501.476884
2021,3,DIS,mahesana,gujarat,STA,TOTAL,4085272,8371811502.22802
2021,3,DIS,the dangs,gujarat,STA,TOTAL,142421,220242754.8697721
2021,3,DIS,kheda,gujarat,STA,TOTAL,1748901,3172710752.972152
2021,3,DIS,surat,gujarat,STA,TOTAL,21214459,40838608900.13972
2021,3,DIS,porbandar,gujarat,STA,TOTAL,275154,690810567.5533752
2021,3,DIS,gandhinagar,gujarat,STA,TOTAL,6318239,10546315790.96111
2021,3,DIS,panch mahals,gujarat,STA,TOTAL,1549556,2762752529.123062
2021,3,DIS,narmada,gujarat,STA,TOTAL,446278,730606768.6161022
2021,3,DIS,gir somnath,gujarat,STA,TOTAL,912616,2047248878.9171562
2021,3,DIS,valsad,gujarat,STA,TOTAL,4434194,7173200940.388832
2021,3,DIS,mahisagar,gujarat,STA,TOTAL,442046,893324969.8932047
2021,3,DIS,sabar kantha,gujarat,STA,TOTAL,2129127,3945628260.671784
2021,3,DIS,tapi,gujarat,STA,TOTAL,1010949,1621047025.5570319
2021,3,DIS,vadodara,gujarat,STA,TOTAL,10555446,16336422910.89755
2021,3,DIS,banas kantha,gujarat,STA,TOTAL,4877149,11302732744.85907
2021,3,DIS,amreli,gujarat,STA,TOTAL,880856,2030095872.749863
2021,3,DIS,ahmadabad,gujarat,STA,TOTAL,58611265,101760598132.07079
2021,3,DIS,dohad,gujarat,STA,TOTAL,924227,1953033067.400859
2021,3,DIS,navsari,gujarat,STA,TOTAL,1703437,2845342547.4060674
2021,3,DIS,patan,gujarat,STA,TOTAL,1805160,3735782880.347761
2021,3,DIS,kachchh,gujarat,STA,TOTAL,4378602,9001941152.864368
2021,3,DIS,surendranagar,gujarat,STA,TOTAL,1292951,2671069363.220155
2021,3,DIS,morbi,gujarat,STA,TOTAL,1407999,3472418252.0206017
2021,4,DIS,anand,gujarat,STA,TOTAL,2754485,4901381738.859557
2021,4,DIS,jamnagar,gujarat,STA,TOTAL,1892202,3573928284.546256
2021,4,DIS,devbhumi dwarka,gujarat,STA,TOTAL,508824,1236361450.5936
2021,4,DIS,rajkot,gujarat,STA,TOTAL,4398724,9808446763.924477
2021,4,DIS,aravallis,gujarat,STA,TOTAL,1389157,2813603551.6262503
2021,4,DIS,chhotaudepur,gujarat,STA,TOTAL,399985,776880205.8316607
2021,4,DIS,botad,gujarat,STA,TOTAL,981895,2347736165.7165422
2021,4,DIS,bharuch,gujarat,STA,TOTAL,6671068,10647007113.46591
2021,4,DIS,bhavnagar,gujarat,STA,TOTAL,2503192,5912161062.19894
2021,4,DIS,junagadh,gujarat,STA,TOTAL,1067289,2439626368.4466143
2021,4,DIS,mahesana,gujarat,STA,TOTAL,5022604,10719744656.89111
2021,4,DIS,the dangs,gujarat,STA,TOTAL,175673,266936831.32501072
2021,4,DIS,kheda,gujarat,STA,TOTAL,2115182,3982871287.806916
2021,4,DIS,surat,gujarat,STA,TOTAL,26358525,51244301661.335625
2021,4,DIS,porbandar,gujarat,STA,TOTAL,334768,922030259.8507377
2021,4,DIS,gandhinagar,gujarat,STA,TOTAL,7658806,13063535935.91779
2021,4,DIS,panch mahals,gujarat,STA,TOTAL,1950412,3527540820.947919
2021,4,DIS,narmada,gujarat,STA,TOTAL,547754,905726392.7486008
2021,4,DIS,gir somnath,gujarat,STA,TOTAL,1171670,2747773641.937811
2021,4,DIS,valsad,gujarat,STA,TOTAL,5798487,9554286592.777279
2021,4,DIS,mahisagar,gujarat,STA,TOTAL,559971,1204459443.9334922
2021,4,DIS,sabar kantha,gujarat,STA,TOTAL,2653416,5247467974.524677
2021,4,DIS,tapi,gujarat,STA,TOTAL,1283905,2146758330.3483462
2021,4,DIS,vadodara,gujarat,STA,TOTAL,12675332,20051547592.84434
2021,4,DIS,banas kantha,gujarat,STA,TOTAL,6396725,14662295530.137411
2021,4,DIS,amreli,gujarat,STA,TOTAL,1108699,2596504411.0415044
2021,4,DIS,ahmadabad,gujarat,STA,TOTAL,70075885,124559345468.3193
2021,4,DIS,dohad,gujarat,STA,TOTAL,1212646,2565405628.4936953
2021,4,DIS,navsari,gujarat,STA,TOTAL,2220944,3782948232.168639
2021,4,DIS,patan,gujarat,STA,TOTAL,2293931,4836124445.336521
2021,4,DIS,kachchh,gujarat,STA,TOTAL,5470337,11281039516.16741
2021,4,DIS,surendranagar,gujarat,STA,TOTAL,1571774,3524100667.287108
2021,4,DIS,morbi,gujarat,STA,TOTAL,1763058,4532702026.275787
2022,1,DIS,anand,gujarat,STA,TOTAL,3048076,5515844713.90881
2022,1,DIS,jamnagar,gujarat,STA,TOTAL,2155185,3995387220.064081
2022,1,DIS,devbhumi dwarka,gujarat,STA,TOTAL,577554,1393188002.364659
2022,1,DIS,rajkot,gujarat,STA,TOTAL,5044420,11183107357.24979
2022,1,DIS,aravallis,gujarat,STA,TOTAL,1603295,3245867369.84188
2022,1,DIS,chhotaudepur,gujarat,STA,TOTAL,469160,961037555.5333878
2022,1,DIS,botad,gujarat,STA,TOTAL,1089654,2529006396.908216
2022,1,DIS,bharuch,gujarat,STA,TOTAL,7704075,12142511077.777288
2022,1,DIS,bhavnagar,gujarat,STA,TOTAL,2733486,6507151536.779606
2022,1,DIS,junagadh,gujarat,STA,TOTAL,1159000,2632740612.9288683
2022,1,DIS,mahesana,gujarat,STA,TOTAL,5772191,12148997855.25247
2022,1,DIS,the dangs,gujarat,STA,TOTAL,199292,319930741.7016173
2022,1,DIS,kheda,gujarat,STA,TOTAL,2392631,4653031406.324551
2022,1,DIS,surat,gujarat,STA,TOTAL,31199368,60384509134.17688
2022,1,DIS,porbandar,gujarat,STA,TOTAL,368108,1041885112.1535239
2022,1,DIS,gandhinagar,gujarat,STA,TOTAL,8605006,14673670632.364439
2022,1,DIS,panch mahals,gujarat,STA,TOTAL,2317566,4354464949.808911
2022,1,DIS,narmada,gujarat,STA,TOTAL,590661,1028206703.221612
2022,1,DIS,gir somnath,gujarat,STA,TOTAL,1311753,3149910594.069738
2022,1,DIS,valsad,gujarat,STA,TOTAL,6673719,11065186874.369558
2022,1,DIS,mahisagar,gujarat,STA,TOTAL,634329,1400068532.058012
2022,1,DIS,sabar kantha,gujarat,STA,TOTAL,3018096,5899494954.572109
2022,1,DIS,tapi,gujarat,STA,TOTAL,1479525,2625677244.260591
2022,1,DIS,vadodara,gujarat,STA,TOTAL,14343830,22232541228.69869
2022,1,DIS,banas kantha,gujarat,STA,TOTAL,7973644,18279879154.01122
2022,1,DIS,amreli,gujarat,STA,TOTAL,1139593,2619535836.606331
2022,1,DIS,ahmadabad,gujarat,STA,TOTAL,79952986,140746136456.2987
2022,1,DIS,dohad,gujarat,STA,TOTAL,1492215,3303671729.696109
2022,1,DIS,navsari,gujarat,STA,TOTAL,2558811,4448236738.077925
2022,1,DIS,patan,gujarat,STA,TOTAL,2676329,5505990582.930806
2022,1,DIS,kachchh,gujarat,STA,TOTAL,6493295,13234467234.40991
2022,1,DIS,surendranagar,gujarat,STA,TOTAL,1770045,4155739566.6631665
2022,1,DIS,morbi,gujarat,STA,TOTAL,2000248,5171017148.465556
2022,2,DIS,anand,gujarat,STA,TOTAL,3366969,5980713686.8809185
2022,2,DIS,jamnagar,gujarat,STA,TOTAL,2577307,4428726322.515411
2022,2,DIS,devbhumi dwarka,gujarat,STA,TOTAL,699907,1553973410.087356
2022,2,DIS,rajkot,gujarat,STA,TOTAL,6063252,12629937169.82262
2022,2,DIS,aravallis,gujarat,STA,TOTAL,1985375,3936343254.1726723
2022,2,DIS,chhotaudepur,gujarat,STA,TOTAL,554481,1118837886.278185
2022,2,DIS,botad,gujarat,STA,TOTAL,1319494,2481012650.813588
2022,2,DIS,bharuch,gujarat,STA,TOTAL,8898927,13524403306.8774
2022,2,DIS,bhavnagar,gujarat,STA,TOTAL,3280598,7203081678.489593
2022,2,DIS,junagadh,gujarat,STA,TOTAL,1303634,2870016919.846751
2022,2,DIS,mahesana,gujarat,STA,TOTAL,6831581,13686497405.843649
2022,2,DIS,the dangs,gujarat,STA,TOTAL,242942,386904516.3028682
2022,2,DIS,kheda,gujarat,STA,TOTAL,2804743,5136552729.090972
2022,2,DIS,surat,gujarat,STA,TOTAL,37371820,68525386888.44026
2022,2,DIS,porbandar,gujarat,STA,TOTAL,451806,1247309372.061276
2022,2,DIS,gandhinagar,gujarat,STA,TOTAL,10158506,16650584409.35309
2022,2,DIS,panch mahals,gujarat,STA,TOTAL,2768107,4913162124.983288
2022,2,DIS,narmada,gujarat,STA,TOTAL,728214,1199594621.961315
2022,2,DIS,gir somnath,gujarat,STA,TOTAL,1593762,3597900918.795203
2022,2,DIS,valsad,gujarat,STA,TOTAL,8033358,12554813235.049372
2022,2,DIS,mahisagar,gujarat,STA,TOTAL,787617,1679677472.328221
2022,2,DIS,sabar kantha,gujarat,STA,TOTAL,3593785,6977672565.8998785
2022,2,DIS,tapi,gujarat,STA,TOTAL,1783511,3029292345.32784
2022,2,DIS,vadodara,gujarat,STA,TOTAL,16566055,24927078678.27437
2022,2,DIS,banas kantha,gujarat,STA,TOTAL,9732655,20605533611.37827
2022,2,DIS,amreli,gujarat,STA,TOTAL,1320163,2813019600.3597507
2022,2,DIS,ahmadabad,gujarat,STA,TOTAL,96453555,161506106645.94943
2022,2,DIS,dohad,gujarat,STA,TOTAL,1809814,3896428797.800151
2022,2,DIS,navsari,gujarat,STA,TOTAL,3327016,5310124254.046915
2022,2,DIS,patan,gujarat,STA,TOTAL,3116746,6276857246.360606
2022,2,DIS,kachchh,gujarat,STA,TOTAL,7934471,15334005512.230759
2022,2,DIS,surendranagar,gujarat,STA,TOTAL,2087742,4713415151.499961
2022,2,DIS,morbi,gujarat,STA,TOTAL,2504883,6103036587.724854
2022,3,DIS,anand,gujarat,STA,TOTAL,3910410,6469350595.472252
2022,3,DIS,jamnagar,gujarat,STA,TOTAL,3714625,5733544044.074508
2022,3,DIS,devbhumi dwarka,gujarat,STA,TOTAL,918151,1779143512.5724452
2022,3,DIS,rajkot,gujarat,STA,TOTAL,8053297,15206611341.200823
2022,3,DIS,aravallis,gujarat,STA,TOTAL,2236769,3920741952.595134
2022,3,DIS,chhotaudepur,gujarat,STA,TOTAL,545300,995504884.770069
2022,3,DIS,botad,gujarat,STA,TOTAL,1433437,2591773863.872061
2022,3,DIS,bharuch,gujarat,STA,TOTAL,11270803,15949022077.719542
2022,3,DIS,bhavnagar,gujarat,STA,TOTAL,4568839,9041452290.515198
2022,3,DIS,junagadh,gujarat,STA,TOTAL,1537367,3043926124.6742268
2022,3,DIS,mahesana,gujarat,STA,TOTAL,6403784,12429803356.66823
2022,3,DIS,the dangs,gujarat,STA,TOTAL,254111,381893547.7480219
2022,3,DIS,kheda,gujarat,STA,TOTAL,3591066,5933588857.8341465
2022,3,DIS,surat,gujarat,STA,TOTAL,46500453,78304481289.11215
2022,3,DIS,porbandar,gujarat,STA,TOTAL,578802,1357830610.527565
2022,3,DIS,gandhinagar,gujarat,STA,TOTAL,10879868,17098915693.48831
2022,3,DIS,panch mahals,gujarat,STA,TOTAL,2823294,4508411917.771398
2022,3,DIS,narmada,gujarat,STA,TOTAL,723343,1114771648.905864
2022,3,DIS,gir somnath,gujarat,STA,TOTAL,1406104,3027458849.11908
2022,3,DIS,valsad,gujarat,STA,TOTAL,9633288,13905599408.86188
2022,3,DIS,mahisagar,gujarat,STA,TOTAL,1122900,1986607331.676615
2022,3,DIS,sabar kantha,gujarat,STA,TOTAL,3760015,6565494234.606799
2022,3,DIS,tapi,gujarat,STA,TOTAL,1473584,2258710020.370042
2022,3,DIS,vadodara,gujarat,STA,TOTAL,23318716,32733106034.5252
2022,3,DIS,banas kantha,gujarat,STA,TOTAL,11035119,22401495021.82648
2022,3,DIS,amreli,gujarat,STA,TOTAL,1325138,2656525026.780618
2022,3,DIS,ahmadabad,gujarat,STA,TOTAL,117574996,184255244712.72232
2022,3,DIS,dohad,gujarat,STA,TOTAL,2182542,3862273582.173656
2022,3,DIS,navsari,gujarat,STA,TOTAL,2421727,3829182729.863163
2022,3,DIS,patan,gujarat,STA,TOTAL,3407916,6332131544.32494
2022,3,DIS,kachchh,gujarat,STA,TOTAL,9375781,16533683640.30562
2022,3,DIS,surendranagar,gujarat,STA,TOTAL,2522750,5153708091.863037
2022,3,DIS,morbi,gujarat,STA,TOTAL,2735437,6075514370.909432
2022,4,DIS,anand,gujarat,STA,TOTAL,4351503,7433779371.01634
2022,4,DIS,jamnagar,gujarat,STA,TOTAL,4945374,7625464587.433752
2022,4,DIS,devbhumi dwarka,gujarat,STA,TOTAL,910863,1848097499.2814002
2022,4,DIS,rajkot,gujarat,STA,TOTAL,9260831,17834314868.93695
2022,4,DIS,aravallis,gujarat,STA,TOTAL,2532438,4651225998.251141
2022,4,DIS,chhotaudepur,gujarat,STA,TOTAL,640222,1199597589.641556
2022,4,DIS,botad,gujarat,STA,TOTAL,1634212,3051272765.407254
2022,4,DIS,bharuch,gujarat,STA,TOTAL,15879527,22486941029.828552
2022,4,DIS,bhavnagar,gujarat,STA,TOTAL,5089277,10905403197.736021
2022,4,DIS,junagadh,gujarat,STA,TOTAL,2532155,4948034874.389366
2022,4,DIS,mahesana,gujarat,STA,TOTAL,7160396,14173625244.24226
2022,4,DIS,the dangs,gujarat,STA,TOTAL,317748,463583958.8647848
2022,4,DIS,kheda,gujarat,STA,TOTAL,3509944,6102744146.6588545
2022,4,DIS,surat,gujarat,STA,TOTAL,52037142,85923991746.92256
2022,4,DIS,porbandar,gujarat,STA,TOTAL,615650,1513924726.453272
